,Station,numPurchases,Acquisition Value,State,stateCity,Recorded Deaths
317,BEAVER BORO POLICE DEPARTMENT,4.0,1238.0,PA,,0.0
318,BEAVER COUNTY SHERIFF DEPARTMENT,19.0,25730.159999999996,PA,,0.0
319,BEAVERCREEK POLICE DEPARTMENT,1.0,733000.0,OH,OH: Beavercreek,1.0
320,BEAVERHEAD COUNTY SHERIFF DEPARTMENT,14.0,2019.6800000000003,MT,MT: Dillon,1.0
321,BECKER COUNTY SHERIFF DEPARTMENT,10.0,2824.0,MN,,0.0
322,BECKER POLICE DEPARTMENT,4.0,1274.0,MN,,0.0
323,BECKHAM COUNTY SHERIFF DEPARTMENT,1.0,733000.0,OK,OK: Sayre,1.0
324,BEDFORD COUNTY SHERIFF DEPARTMENT,19.0,1325866.56,VA,VA: Bedford,2.0
325,BEDFORD HEIGHTS POLICE DEPARTMENT,10.0,4990.0,OH,,0.0
326,BEDFORD PARK POLICE DEPARTMENT,9.0,3769.0,IL,,0.0
327,BEDFORD POLICE DEPARTMENT,60.0,887380.8600000008,TX,OH: Bedford,2.0
328,BEDFORD POLICE DEPARTMENTMENT,26.0,79216.55,IN,,0.0
329,BEDMINSTER TOWNSHIP POLICE DEPARTMENT,5.0,86759.0,PA,,0.0
330,BEE CAVE POLICE DEPARTMENT,28.0,45124.38,TX,,0.0
331,BEE COUNTY SHERIFF DEPARTMENT,8.0,1272.79,TX,,0.0
332,BEEBE POLICE DEPARTMENT,2.0,90399.0,AR,,0.0
333,BEECH GROVE POLICE DEPARTMENT,3.0,232508.0,IN,IN: Beech Grove,1.0
334,BEECHER POLICE DEPARTMENT,17.0,140875.77,IL,,0.0
335,BEGGS POLICE DEPARTMENT,8.0,714.84,OK,,0.0
336,BEL AIRE POLICE DEPARTMENT,7.0,741.5799999999999,KS,,0.0
337,BEL-RIDGE POLICE DEPARTMENT,13.0,97479.0,MO,,0.0
338,BELCHERTOWN POLICE DEPARTMENT,4.0,1996.0,MA,,0.0
339,BELFIELD POLICE DEPARTMENT,2.0,276.0,ND,,0.0
340,BELGRADE POLICE DEPARTMENT,6.0,2272.0,MT,,0.0
341,BELKNAP COUNTY SHERIFF DEPARTMENT,1.0,43376.0,NH,,0.0
342,BELL COUNTY SHERIFF DEPARTMENT,35.0,230546.25999999998,TX,TX: Belton,2.0
343,BELL GARDENS POLICE DEPARTMENT,129.0,708871.4299999998,CA,CA: Bell Gardens,1.0
344,BELL POLICE DEPARTMENT,37.0,89844.38,CA,CA: Bell,1.0
345,BELLA VISTA POLICE DEPARTMENT,4.0,92746.0,AR,,0.0
346,BELLAIRE POLICE DEPARTMENT,18.0,4174.26,OH,,0.0
347,BELLE ISLE POLICE DEPARTMENT,11.0,3550.0,FL,,0.0
348,BELLE PLAINE POLICE DEPARTMENT,3.0,1497.0,MN,,0.0
349,BELLEFONTAINE POLICE DEPARTMENT,8.0,3992.0,OH,,0.0
350,BELLEVILLE POLICE DEPARTMENT,145.0,433396.6499999999,NJ,NJ: Belleville,3.0
351,BELLEVUE POLICE DEPARTMENT,21.0,669702.61,WA,NE: Bellevue,3.0
352,BELLMEAD POLICE DEPARTMENT,2.0,64543.0,TX,TX: Waco,1.0
353,BELLVILLE POLICE DEPARTMENT,9.0,1928.5500000000002,OH,,0.0
354,BELMAR POLICE DEPARTMENT,39.0,608842.4900000001,NJ,,0.0
355,BELMONT COUNTY SHERIFF DEPARTMENT,59.0,825085.0099999998,OH,,0.0
356,BELMONT POLICE DEPARTMENT,9.0,5512.0,WI,,0.0
357,BELOIT POLICE DEPARTMENT,4.0,552.0,WI,WI: Beloit,2.0
358,BELTON POLICE DEPARTMENT,7.0,68064.0,TX,MO: Belton,1.0
359,BELTRAMI COUNTY SHERIFF DEPARTMENT,3.0,498938.08999999997,MN,MN: Liberty Township,1.0
360,BELVIDERE POLICE DEPARTMENT,62.0,282231.61,NJ,,0.0
361,BEN HILL COUNTY SHERIFF DEPARTMENT,21.0,75050.0,GA,,0.0
362,BENBROOK POLICE DEPARTMENT,1.0,733000.0,TX,,0.0
363,BEND POLICE DEPARTMENT,14.0,5542.0,OR,OR: Bend,2.0
364,BENEDICTINE UNIVERSITY PD HI_ED,3.0,42059.0,IL,,0.0
365,BENEWAH COUNTY SHERIFF DEPARTMENT,23.0,6193.52,ID,,0.0
366,BENNETT COUNTY SHERIFF DEPARTMENT,5.0,1773.0,SD,,0.0
367,BENNETTSVILLE POLICE DEPARTMENT,76.0,148297.51999999996,SC,,0.0
368,BENNINGTON POLICE DEPARTMENT,7.0,63163.13,VT,,0.0
369,BENSON POLICE DEPARTMENT,6.0,2994.0,AZ,,0.0
370,BENT COUNTY SHERIFF DEPARTMENT,27.0,7297.3099999999995,CO,,0.0
371,BENTLEYVILLE POLICE DEPARTMENT,12.0,2782.84,OH,,0.0
372,BENTON COUNTY SHERIFF DEPARTMENT,137.0,3303385.449999995,WA,WA: Pasco,3.0
373,BENTON HARBOR DEPARTMENT OF PUBLIC SAFETY,47.0,425970.62000000005,MI,MI: Benton Harbor,1.0
374,BENTON POLICE DEPARTMENT,112.0,1436931.53,LA,AR: Benton,4.0
375,BENTONVILLE POLICE DEPARTMENT,28.0,826442.0,AR,AR: Bentonville,1.0
376,BENZIE COUNTY SHERIFF DEPARTMENT,12.0,5266.0,MI,,0.0
377,BEREA POLICE DEPARTMENT,17.0,86965.26000000004,OH,,0.0
378,BERESFORD POLICE DEPARTMENT,6.0,2272.0,SD,,0.0
379,BERGEN COUNTY PROSECUTORS OFFICE,8.0,9171.96,NJ,,0.0
380,BERGEN COUNTY SHERIFF DEPARTMENT,17.0,45018.57,NJ,,0.0
381,BERGENFIELD POLICE DEPARTMENT,5.0,131881.99,NJ,,0.0
382,BERKELEY COUNTY SHERIFF DEPARTMENT,30.0,218686.0,WV,SC: Goose Creek,6.0
383,BERKELEY TOWNSHIP POLICE DEPARTMENT,23.0,144567.0,NJ,,0.0
384,BERKSHIRE COUNTY SHERIFF DEPARTMENT,2.0,100355.0,MA,,0.0
385,BERLIN POLICE DEPARTMENT,30.0,235331.94999999998,WI,,0.0
386,BERLIN TOWNSHIP POLICE DEPARTMENT,11.0,139110.0,NJ,,0.0
387,BERNALILLO COUNTY SHERIFF DEPARTMENT,18.0,2050376.0,NM,NM: Sandia Park,12.0
388,BERNARDSVILLE POLICE DEPARTMENT,7.0,138187.93,NJ,,0.0
389,BERNICE POLICE DEPARTMENT,3.0,54995.0,OK,,0.0
390,BERNIE POLICE DEPARTMENT,26.0,81320.60000000002,MO,,0.0
391,BERRIEN COUNTY SHERIFF DEPARTMENT,145.0,1061409.269999999,MI,MI: St. Joseph,1.0
392,BERRIEN SPRINGS ORONOKO POLICE DEPARTMENT,41.0,352648.1500000001,MI,,0.0
393,BERRY POLICE DEPARTMENT,2.0,998.0,AL,,0.0
394,BERTHOLD POLICE DEPARTMENT,1.0,120.0,ND,,0.0
395,BERTIE COUNTY SHERIFF DEPARTMENT,7.0,6626.73,NC,,0.0
396,BERTRAM POLICE DEPARTMENT,1.0,1756.63,TX,,0.0
397,BERWICK POLICE DEPARTMENT,2.0,276.0,ME,,0.0
398,BERWYN HEIGHTS POLICE DEPARTMENT,18.0,5431.0,MD,,0.0
399,BERWYN POLICE DEPARTMENT,18.0,8982.0,IL,,0.0
400,BESSEMER POLICE DEPARTMENT,54.0,570546.05,AL,,0.0
401,BETHANY BEACH POLICE DEPARTMENT,1.0,50458.0,DE,,0.0
402,BETHANY POLICE DEPARTMENT,23.0,10755.0,OK,OK: Bethany,1.0
403,BETHEL POLICE DEPARTMENT,5.0,600.0,OH,,0.0
404,BETHEL TOWNSHIP POLICE DEPARTMENT,2.0,300.0,PA,,0.0
405,BETHESDA POLICE DEPARTMENT,5.0,2104.0,OH,,0.0
406,BETHLEHEM POLICE DEPARTMENT,57.0,185204.78000000003,PA,,0.0
407,BETTENDORF POLICE DEPARTMENT,2.0,276.0,IA,,0.0
408,BEULAH POLICE DEPARTMENT,7.0,858.0,ND,,0.0
409,BEVERLY HILLS POLICE DEPARTMENT,26.0,10808.0,MI,,0.0
410,BEXAR COUNTY CONSTABLE PCT 2 LEA,1.0,50458.0,TX,,0.0
411,BEXAR COUNTY CONSTABLE PCT 3 LEA,16.0,2185.54,TX,,0.0
412,BEXAR COUNTY SHERIFF DEPARTMENT,79.0,58275.929999999906,TX,TX: San Antonio,9.0
413,BEXLEY POLICE DEPARTMENT,8.0,3057.69,OH,,0.0
414,BIBB COUNTY CAMPUS POLICE,5.0,690.0,GA,,0.0
415,BIBB COUNTY SHERIFF DEPARTMENT,26.0,139347.72,GA,GA: Macon,3.0
416,BICKNELL POLICE DEPARTMENT,6.0,2994.0,IN,,0.0
417,BIENVILLE PARISH SHERIFF DEPARTMENT,23.0,10394.0,LA,,0.0
418,BIG HORN CO SHERIFF DEPARTMENT,6.0,65760.0,MT,,0.0
419,BIG HORN COUNTY SHERIFF DEPARTMENT,25.0,166540.52000000008,WY,,0.0
420,BIG SPRING POLICE DEPARTMENT,26.0,666685.0,TX,,0.0
421,BIG STONE GAP POLICE DEPARTMENT,1.0,1040.53,VA,,0.0
422,BILOXI POLICE DEPARTMENT,55.0,24918.0,MS,MS: Biloxi,2.0
423,BINGHAM COUNTY SHERIFF DEPARTMENT,1.0,188000.0,ID,,0.0
424,BIRCH RUN POLICE DEPARTMENT,12.0,72045.27,MI,,0.0
425,BIRMINGHAM POLICE DEPARTMENT,76.0,590792.4899999999,AL,AL: Birmingham,7.0
426,BISBEE POLICE DEPARTMENT,17.0,102228.66,AZ,AZ: Bisbee,1.0
427,BISCOE POLICE DEPARTMENT,8.0,3992.0,NC,,0.0
428,BISHOP INTL AIRPORT DPS,24.0,153744.94,MI,,0.0
429,BISHOPVILLE POLICE DEPARTMENT,3.0,360.0,SC,,0.0
430,BISMARCK POLICE DEPARTMENT,28.0,628705.0,ND,ND: Bismarck,1.0
431,BIXBY POLICE DEPARTMENT,9.0,734032.0,OK,OK: Bixby,1.0
432,BLACK HAWK COUNTY SHERIFF DEPARTMENT,1.0,733000.0,IA,,0.0
433,BLACK RIVER FALLS POLICE DEPARTMENT,19.0,52460.62999999999,WI,,0.0
434,BLACK RIVER TECH COLLEGE PD HI_ED,58.0,90746.99,AR,,0.0
435,BLACK ROCK POLICE DEPARTMENT,2.0,619.0,AR,,0.0
436,BLACKDUCK POLICE DEPARTMENT,4.0,754.4200000000001,MN,,0.0
437,BLACKFOOT POLICE DEPARTMENT,4.0,1996.0,ID,ID: Blackfoot,1.0
438,BLACKFORD COUNTY SHERIFF DEPARTMENT,78.0,119751.25,IN,,0.0
439,BLACKMAN-LEONI PUBLIC SAFETY,36.0,265322.0,MI,,0.0
440,BLACKSBURG POLICE DEPARTMENT,3.0,1497.0,SC,,0.0
441,BLACKSTONE POLICE DEPARTMENT,3.0,360.0,MA,,0.0
442,BLADEN COUNTY SHERIFF DEPARTMENT,4.0,287807.0,NC,,0.0
443,BLADENBORO POLICE DEPARTMENT,3.0,1497.0,NC,,0.0
444,BLADENSBURG POLICE DEPARTMENT,4.0,11628.04,MD,MD: Bladensburg,1.0
445,BLAINE COUNTY SHERIFF DEPARTMENT,19.0,78153.83000000002,MT,,0.0
446,BLAINE POLICE DEPARTMENT,40.0,136334.84,WA,,0.0
447,BLAKESLEE POLICE DEPARTMENT,9.0,15486.129999999997,OH,,0.0
448,BLANCHARD POLICE DEPARTMENT,13.0,4570.55,OK,,0.0
449,BLAND COUNTY SHERIFF DEPARTMENT,11.0,4767.0,VA,,0.0
450,BLEDSOE COUNTY SHERIFF DEPARTMENT,2.0,998.0,TN,,0.0
451,BLENDON TWP POLICE DEPARTMENT,21.0,9342.0,OH,,0.0
452,BLOOMFIELD POLICE DEPARTMENT,46.0,396908.95999999996,NM,NM: Bloomfield,2.0
453,BLOOMING GROVE POLICE DEPARTMENTMENT,1.0,88634.0,NY,,0.0
454,BLOOMING PRAIRIE POLICE DEPARTMENT,2.0,998.0,MN,,0.0
455,BLOOMINGTON POLICE DEPARTMENT,79.0,44645.0,MN,IL: Bloomington,2.0
456,BLOOMSBURG POLICE DEPARTMENT,2.0,27.38,PA,,0.0
457,BLOUNT COUNTY SHERIFF DEPARTMENT,73.0,909562.69,TN,TN: Louisville,3.0
458,BLOUNTSTOWN POLICE DEPARTMENT,2.0,1498.0,FL,,0.0
459,BLOUNTSVILLE POLICE DEPARTMENT,30.0,1021289.8799999999,AL,,0.0
460,BLUE ASH POLICE DEPARTMENT,11.0,5489.0,OH,,0.0
461,BLUE EARTH POLICE DEPARTMENT,4.0,9175.17,MN,,0.0
462,BLUE MOUNDS POLICE DEPARTMENT,6.0,871.8400000000001,WI,,0.0
463,BLUE RIDGE POLICE DEPARTMENT,9.0,686.9699999999999,GA,,0.0
464,BLUE SPRINGS POLICE DEPARTMENT,61.0,410623.62000000005,MO,MO: Blue Springs,1.0
465,BLUEFIELD POLICE DEPARTMENT,1.0,499.0,VA,WV: Bluefield,1.0
466,BLUFFTON POLICE DEPARTMENT,40.0,836062.0,SC,,0.0
467,BLYTHE POLICE DEPARTMENT,25.0,127038.0,GA,,0.0
468,BLYTHEVILLE POLICE DEPARTMENT,25.0,6699.0,AR,AR: Blytheville,2.0
469,BOARDMAN POLICE DEPARTMENT,204.0,1239961.3300000008,OR,,0.0
470,BOAZ POLICE DEPARTMENT,17.0,53805.2,AL,,0.0
471,BOERNE POLICE DEPARTMENT,1.0,733000.0,TX,TX: Boerne,1.0
472,BOGALUSA POLICE DEPARTMENT,18.0,8982.0,LA,LA: Bogalusa,1.0
473,BOGOTA POLICE DEPARTMENT,24.0,106524.17000000001,NJ,,0.0
474,BOISE POLICE DEPARTMENT,14.0,14588.0,ID,ID: Boise,6.0
475,BOKCHITO POLICE DEPARTMENT,5.0,833.0,OK,,0.0
476,BOKOSHE POLICE DEPARTMENT,4.0,296.13,OK,,0.0
477,BOLINGBROOK POLICE DEPARTMENT,29.0,16363.11,IL,,0.0
478,BOLIVAR POLICE DEPARTMENT,40.0,611084.35,TN,,0.0
479,BOLLINGER COUNTY SHERIFF DEPARTMENT,19.0,15858.77,MO,,0.0
480,BOND COUNTY SHERIFF DEPARTMENT,5.0,152031.97,IL,,0.0
481,BONIFAY POLICE DEPARTMENT,10.0,5458.999999999999,FL,,0.0
482,BONNE TERRE POLICE DEPARTMENT,13.0,137570.0,MO,,0.0
483,BONNER COUNTY SHERIFF DEPARTMENT,71.0,474496.83,ID,ID: Sandpoint,2.0
484,BOONE COUNTY SHERIFF DEPARTMENT,125.0,1135245.5200000003,WV,IL: Poplar Grove,3.0
485,BOONE POLICE DEPARTMENT,5.0,2108.69,NC,IA: Boone,1.0
486,BOONEVILLE POLICE DEPARTMENT,11.0,3323.0,MS,,0.0
487,BOONTON POLICE DEPARTMENT,10.0,15074.97,NJ,,0.0
488,BOONVILLE POLICE DEPARTMENT,6.0,2633.0,IN,IN: Boonville,1.0
489,BORDENTOWN TOWNSHIP POLICE DEPARTMENT,77.0,342561.1600000001,NJ,,0.0
490,BOSCAWEN POLICE DEPARTMENT,31.0,201296.41999999998,NH,,0.0
491,BOSQUE COUNTY SHERIFF DEPARTMENT,8.0,1050.0,TX,TX: Clifton,1.0
492,BOSSIER CITY POLICE DEPARTMENT,1.0,865000.0,LA,LA: Bossier City,2.0
493,BOSSIER PARISH SHERIFF DEPARTMENT,1.0,865000.0,LA,LA: Haughton,1.0
494,BOSTON AND MAINE RAILROAD POLICE,8.0,133938.0,ME,,0.0
495,BOSTON POLICE DEPARTMENT,6.0,41433.84,GA,MA: Dorchester,12.0
496,BOSWELL POLICE DEPARTMENT,2.0,178.71,OK,,0.0
497,BOTHELL POLICE DEPARTMENT,1.0,65070.0,WA,,0.0
498,BOTKINS POLICE DEPARTMENT,8.0,4484.0,OH,,0.0
499,BOTTINEAU COUNTY SHERIFF DEPARTMENT,21.0,3476.0,ND,,0.0
500,BOULDER COUNTY SHERIFF DEPARTMENT,16.0,38217.17,CO,CO: Longmont,3.0
501,BOULDER POLICE DEPARTMENT,5.0,68727.33,CO,CO: Boulder,4.0
502,BOUNDARY COUNTY SHERIFF DEPARTMENT,37.0,116224.46999999999,ID,,0.0
503,BOUNTIFUL POLICE DEPARTMENT,10.0,1380.0,UT,,0.0
504,BOURBON COUNTY SHERIFF DEPARTMENT,43.0,337678.5300000001,KY,,0.0
505,BOURBON POLICE DEPARTMENT,23.0,82104.52000000003,IN,MO: Bourbon,1.0
506,BOURBONNAIS POLICE DEPARTMENT,1.0,50458.0,IL,,0.0
507,BOWDON POLICE DEPARTMENT,11.0,83126.13,GA,,0.0
508,BOWIE COUNTY SHERIFF DEPARTMENT,5.0,16810.09,TX,,0.0
509,BOWIE POLICE DEPARTMENT,1.0,62627.0,MD,,0.0
510,BOWLING GREEN POLICE DEPARTMENT,1.0,499.0,OH,,0.0
511,BOWMAN COUNTY SHERIFF DEPARTMENT,6.0,1859.8200000000002,ND,,0.0
512,BOX ELDER COUNTY SHERIFF DEPARTMENT,41.0,11434.0,UT,,0.0
513,BOYKINS POLICE DEPARTMENT,2.0,240.0,VA,,0.0
514,BOYLE COUNTY SHERIFF DEPARTMENT,41.0,1523869.63,KY,,0.0
515,BOYNTON BEACH POLICE DEPARTMENT,13.0,95888.0,FL,FL: Boynton Beach,2.0
516,BRACKEN COUNTY SHERIFF DEPARTMENT,2.0,82122.0,KY,,0.0
517,BRADENTON POLICE DEPARTMENT,11.0,126047.89,FL,FL: Bradenton,2.0
518,BRADFORD COUNTY SHERIFF DEPARTMENT,12.0,178978.0,PA,FL: Starke,2.0
519,BRADFORD POLICE DEPARTMENT,8.0,318076.0,TN,,0.0
520,BRADLEY BEACH POLICE DEPARTMENT,6.0,4494.0,NJ,,0.0
521,BRADLEY COUNTY SHERIFF DEPARTMENT,44.0,901792.0,TN,TN: Cleveland,3.0
522,BRADLEY POLICE DEPARTMENT,28.0,67333.12,IL,,0.0
523,BRAHAM POLICE DEPARTMENT,5.0,1253.42,MN,,0.0
524,BRAINERD POLICE DEPARTMENT,10.0,3185.0,MN,,0.0
525,BRANDENBURG POLICE DEPARTMENT,42.0,1033618.3099999999,KY,,0.0
526,BRANDON POLICE DEPARTMENT,5.0,690.0,MS,,0.0
527,BRANSON POLICE DEPARTMENT,2.0,276.0,MO,,0.0
528,BRANTLEY COUNTY SHERIFF DEPARTMENT,1.0,54313.7,GA,,0.0
529,BRAZIL POLICE DEPARTMENT,33.0,8235.52,IN,,0.0
530,BRAZORIA COUNTY SHERIFF  OFFICE,20.0,2400.0,TX,,0.0
531,BRAZOS COUNTY SHERIFF DEPARTMENT,58.0,13469.949999999997,TX,,0.0
532,BREA POLICE DEPARTMENT,1.0,460000.0,CA,,0.0
533,BRECKENRIDGE POLICE DEPARTMENT,43.0,72569.94000000002,TX,,0.0
534,BRECKNOCK TOWNSHIP POLICE DEPARTMENT,2.0,998.0,PA,,0.0
535,BREESE POLICE DEPARTMENT,80.0,93174.75000000001,IL,,0.0
536,BREEZY POINT POLICE DEPARTMENT,11.0,36799.98,MN,,0.0
537,BREITUNG POLICE DEPARTMENT,2.0,998.0,MN,,0.0
538,BREMEN POLICE DEPARTMENT,9.0,119377.44,GA,,0.0
539,BREMERTON POLICE DEPARTMENT,2.0,1014.83,WA,WA: Bremerton,1.0
540,BRENHAM POLICE DEPARTMENT,1.0,733000.0,TX,,0.0
541,BRENTWOOD POLICE DEPARTMENT,13.0,209889.97,NH,,0.0
542,BREVARD COUNTY SHERIFF DEPARTMENT,222.0,4930828.5200000005,FL,FL: Indialantic,10.0
543,BREWSTER COUNTY SHERIFF DEPARTMENT,1.0,63894.0,TX,,0.0
544,BREWSTER POLICE DEPARTMENT,10.0,1712.8400000000001,OH,,0.0
545,BRICK TOWNSHIP POLICE DEPARTMENT,17.0,1452982.88,NJ,NJ: Brick,2.0
546,BRIDGEPORT POLICE DEPARTMENT,5.0,233988.0,WV,CT: Bridgeport,3.0
547,BRIDGEPORT TOWNSHIP POLICE DEPARTMENT,38.0,143408.35,MI,,0.0
548,BRIDGER POLICE DEPARTMENT,4.0,754.4200000000001,MT,,0.0
549,BRIDGETON POLICE DEPARTMENT,3.0,176.13,NC,NJ: Bridgeton,2.0
550,BRIDGEVILLE POLICE DEPARTMENT,18.0,7819.5,DE,,0.0
551,BRIDGEWATER POLICE DEPARTMENT,1.0,138.0,NH,,0.0
552,BRIELLE POLICE DEPARTMENT,3.0,56464.36,NJ,,0.0
553,BRIER POLICE DEPARTMENT,3.0,1497.0,WA,,0.0
554,BRIGANTINE POLICE DEPARTMENT,4.0,164244.0,NJ,,0.0
555,BRIGHAM CITY POLICE DEPARTMENT,12.0,736684.0,UT,,0.0
556,BRIGHTON POLICE DEPARTMENT,86.0,1277144.2400000005,MI,,0.0
557,BRILLIANT POLICE DEPARTMENT,1.0,41061.0,AL,,0.0
558,BRIMFIELD POLICE,15.0,46469.71,OH,,0.0
559,BRISBANE POLICE DEPARTMENT,1.0,1661.51,CA,,0.0
560,BRISCOE COUNTY SHERIFF DEPARTMENT,7.0,1811.13,TX,,0.0
561,BRISTOL COUNTY SHERIFF DEPARTMENT,3.0,611.0,MA,,0.0
562,BRISTOL POLICE DEPARTMENT,71.0,905565.21,VA,TN: Bristol,3.0
563,BRISTOW POLICE DEPARTMENT,19.0,93891.0,OK,,0.0
564,BROADMOOR POLICE DEPARTMENT,6.0,2994.0,CA,,0.0
565,BROADVIEW HEIGHTS PD,11.0,20575.0,OH,,0.0
566,BROADVIEW POLICE DEPARTMENT,3.0,69526.7,IL,,0.0
567,BROADWATER COUNTY SHERIFF DEPARTMENT,9.0,1242.0,MT,,0.0
568,BRODNAX POLICE DEPARTMENT,2.0,998.0,VA,,0.0
569,BROKEN ARROW POLICE DEPARTMENT,8.0,1792.9099999999999,OK,,0.0
570,BRONSON POLICE DEPARTMENT,1.0,138.0,MI,,0.0
571,BROOKFIELD POLICE DEPARTMENT,41.0,59091.69,MO,,0.0
572,BROOKFIELD TWP POLICE DEPARTMENT,10.0,36187.0,OH,,0.0
573,BROOKHAVEN POLICE DEPARTMENT,14.0,379878.75,MS,MS: Brookhaven,1.0
574,BROOKINGS COUNTY SHERIFF DEPARTMENT,10.0,4990.0,SD,,0.0
575,BROOKINGS POLICE DEPARTMENT,2.0,1498.0,SD,,0.0
576,BROOKLAWN POLICE DEPARTMENT,2.0,998.0,NJ,,0.0
577,BROOKLINE POLICE DEPARTMENT,1.0,138.0,NH,,0.0
578,BROOKLYN HEIGHTS POLICE DEPARTMENT,9.0,5991.0,OH,,0.0
579,BROOKLYN PARK POLICE DEPARTMENT,41.0,114020.48000000001,MN,,0.0
580,BROOKLYN POLICE DEPARTMENT,20.0,99461.45000000003,IL,OH: Cleveland,1.0
581,BROOKPORT POLICE DEPARTMENT,2.0,41897.97,IL,,0.0
582,BROOKS COUNTY SHERIFF DEPARTMENT,20.0,90951.66,GA,,0.0
583,BROOKVILLE POLICE DEPARTMENT,14.0,8585.0,PA,OH: Brookville,2.0
584,BROOKWOOD POLICE DEPARTMENT,2.0,637.0,AL,,0.0
585,BROOME COUNTY SHERIFF DEPARTMENT,18.0,562425.0,NY,,0.0
586,BROOMFIELD POLICE DEPARTMENT,2.0,4496.639999999999,CO,CO: Broomfield,1.0
587,BROWARD COUNTY SHERIFF DEPARTMENT,25.0,333441.0,FL,FL: Tamarac,14.0
588,BROWN CO PROSECUTORS OFFICE,10.0,2145.84,IN,,0.0
589,BROWN COUNTY SHERIFF DEPARTMENT,98.0,1066083.79,WI,IN: Nashville,1.0
590,BROWN DEER POLICE DEPARTMENT,1.0,50458.0,WI,,0.0
591,BROWNSBURG POLICE DEPARTMENT,8.0,3992.0,IN,,0.0
592,BROWNSDALE POLICE DEPARTMENT,1.0,499.0,MN,,0.0
593,BROWNSVILLE POLICE DEPARTMENT,19.0,1452710.14,TX,TX: Brownsville,6.0
594,BROWNWOOD POLICE DEPARTMENT,2.0,1600.0,TX,,0.0
595,BRUCE POLICE DEPARTMENT,5.0,2495.0,MS,,0.0
596,BRUCETON POLICE DEPARTMENT,71.0,1342775.0099999995,TN,,0.0
597,BRULE COUNTY SHERIFF,8.0,2548.0,SD,,0.0
598,BRUNSWICK COUNTY SHERIFF DEPARTMENT,133.0,748750.91,NC,,0.0
599,BRUNSWICK HILLS TWP POLICE DEPARTMENT,12.0,1585.1000000000004,OH,,0.0
600,BRUNSWICK POLICE DEPARTMENT,87.0,1098971.25,OH,GA: Brunswick,1.0
601,BRUSH POLICE DEPARTMENT,22.0,750137.15,CO,,0.0
602,BRYAN COUNTY SHERIFF DEPARTMENT,9.0,2508526.0300000003,OK,,0.0
603,BRYAN POLICE DEPARTMENT,6.0,720.0,OH,,0.0
604,BRYANT POLICE DEPARTMENT,145.0,1378500.6099999992,AR,AR: Bryant,2.0
605,BUCHANAN COUNTY SHERIFF DEPARTMENT,19.0,741982.0,VA,MO: Gower,2.0
606,BUCHANAN POLICE DEPARTMENT,5.0,452.12999999999994,GA,,0.0
607,BUCHTEL POLICE DEPARTMENT,7.0,3314.8700000000003,OH,,0.0
608,BUCKEYE LAKE POLICE DEPARTMENT,9.0,668.97,OH,,0.0
609,BUCKEYE POLICE DEPARTMENT,22.0,1051551.73,AZ,AZ: Buckeye,5.0
610,BUCKHANNON POLICE DEPARTMENT,3.0,1136.0,WV,,0.0
611,BUCKINGHAM POLICE DEPARTMENT,3.0,1497.0,PA,,0.0
612,BUCKNER POLICE DEPARTMENT,5.0,82482.0,MO,IL: Buckner,1.0
613,BUCKS COUNTY DEPARTMENT OF CORRECTIONS,14.0,1614.8400000000001,PA,,0.0
614,BUCKSPORT POLICE DEPARTMENT,2.0,24200.0,ME,,0.0
615,BUCYRUS POLICE DEPARTMENT,6.0,132957.0,OH,,0.0
616,BUDA POLICE DEPARTMENT,23.0,142278.84,TX,,0.0
617,BUENA VISTA COUNTY SHERIFF DEPARTMENT,125.0,949869.5700000002,IA,,0.0
618,BUENA VISTA TOWNSHIP POLICE DEPARTMENT,5.0,138651.0,MI,,0.0
619,BUFFALO COUNTY SHERIFF DEPARTMENT,3.0,611.0,WI,,0.0
620,BUFFALO POLICE DEPARTMENT,7.0,3493.0,MO,NY: Buffalo,3.0
621,BULLHEAD CITY POLICE DEPARTMENT,13.0,189644.0,AZ,AZ: Bullhead City,1.0
622,BULLITT COUNTY SHERIFF DEPARTMENT,65.0,267969.58999999997,KY,,0.0
623,BULLOCH COUNTY SHERIFF DEPARTMENT,10.0,838819.98,GA,,0.0
624,BULLOCK COUNTY SHERIFF DEPARTMENT,1.0,41061.0,AL,,0.0
625,BURBANK POLICE DEPARTMENT,36.0,16159.0,CA,CA: Burbank,1.0
626,BURDEN POLICE DEPARTMENT,1.0,278.05,KS,,0.0
627,BURGAW POLICE DEPARTMENT,2.0,998.0,NC,,0.0
628,BURGIN POLICE DEPARTMENT,2.0,151609.0,KY,,0.0
629,BURIEN POLICE DEPARTMENT,2.0,152.14,WA,,0.0
630,BURKBURNETT POLICE DEPARTMENT,53.0,1022427.1999999994,TX,,0.0
631,BURKE CITY POLICE DEPARTMENT,1.0,749.0,SD,,0.0
632,BURKE COUNTY SHERIFF DEPARTMENT,43.0,237981.37,ND,NC: Morganton,2.0
633,BURLEIGH COUNTY SHERIFF DEPARTMENT,30.0,12456.570000000002,ND,,0.0
634,BURLINGAME POLICE DEPARTMENT,10.0,4006.0,KS,,0.0
635,BURLINGTON POLICE DEPARTMENT,36.0,8003.97,ND,VT: Burlington,7.0
636,BURNETT COUNTY SHERIFF DEPARTMENT,12.0,3461.0,WI,,0.0
637,BURNS HARBOR POLICE DEPARTMENT,6.0,1911.0,IN,,0.0
638,BURNS POLICE DEPARTMENT,1.0,41061.0,TN,,0.0
